Date_of_Sale,Customer_Name,Age,Gender,Location,Laptop_Brand,Model,Processor,RAM_Size,Storage_Size,Price,Discount_Applied,Final_Price,Payment_Method,Warranty_Period,Customer_Rating,Sales_Channel
05-01-2025,Shawn Ramsey,64,Female,Parkerville,HP,HP 119,Ryzen 7,16GB,512GB SSD,16580,14,14258.8,UPI,2,2,Offline
04-01-2025,Pamela Scott,33,Female,Thorntonmouth,Lenovo,Lenovo 804,i7,32GB,512GB SSD,15750,16,13230,Net Banking,3,5,Online
05-01-2025,Cynthia Leonard,28,Male,New Phillip,Asus,Asus 969,i5,16GB,256GB SSD,10540,30,7378,Debit Card,2,4,Offline
12-01-2025,Angie Santana,58,Other,Lake Andrewburgh,Dell,Dell 297,i5,16GB,1TB SSD,7530,7,7002.9,Net Banking,1,3,Offline
01-01-2025,Olivia Smith,61,Other,North Michael,Samsung,Samsung 845,i7,8GB,512GB SSD,10470,25,7852.5,Credit Card,3,2,Online
05-01-2025,Mario Wyatt,64,Female,Dawnhaven,Dell,Dell 749,i5,8GB,1TB HDD,8440,30,5908,Credit Card,1,2,Offline
18-01-2025,Dennis Smith,58,Male,North Jasonside,Acer,Acer 481,i5,16GB,256GB SSD,5220,4,5011.2,Credit Card,2,4,Online
02-01-2025,Dawn Taylor,43,Female,East Jason,MSI,MSI 679,i7,8GB,1TB SSD,16870,16,14170.8,Net Banking,3,5,Online
05-01-2025,Miss Kathy White,56,Other,Lake Matthew,Samsung,Samsung 655,Ryzen 7,16GB,256GB SSD,12000,22,9360,UPI,2,3,Online
20-01-2025,Emily Meza,62,Male,Medinatown,MSI,MSI 609,Ryzen 3,8GB,1TB SSD,15910,18,13046.2,UPI,1,5,Online
14-01-2025,Chad Brown,50,Other,Lake Brad,MSI,MSI 211,Ryzen 3,32GB,1TB SSD,12400,7,11532,UPI,1,5,Online
15-01-2025,William Jenkins,24,Female,West Kenneth,Acer,Acer 849,i3,32GB,512GB SSD,15090,19,12222.9,Net Banking,2,1,Offline
12-01-2025,Alicia Anderson,60,Other,North Melissa,HP,HP 172,Ryzen 7,16GB,256GB SSD,20550,11,18289.5,UPI,2,4,Online
07-01-2025,Alyssa Deleon,29,Female,Lake Alexbury,Samsung,Samsung 800,Ryzen 7,16GB,256GB SSD,21760,11,19366.4,Debit Card,2,1,Online
22-01-2025,Timothy Pope,34,Female,Lake Jamesview,MSI,MSI 268,Ryzen 5,8GB,512GB SSD,15360,21,12134.4,Cash,2,4,Online
02-01-2025,Rachel Johnson DDS,39,Other,Cookshire,Apple,Apple 258,Ryzen 7,8GB,256GB SSD,15260,15,12971,Net Banking,1,3,Offline
11-01-2025,Lauren Henderson,44,Other,Kevinberg,Asus,Asus 786,Ryzen 3,4GB,512GB SSD,14180,18,11627.6,Cash,3,2,Offline
08-01-2025,Austin Schneider,34,Male,Lake Brandonhaven,Acer,Acer 491,Ryzen 3,32GB,512GB SSD,23850,18,19557,Debit Card,2,2,Offline
10-01-2025,Emma Hoffman,59,Other,Port Ashleyshire,Lenovo,Lenovo 584,i5,16GB,512GB SSD,4950,16,4158,Debit Card,1,1,Offline
18-01-2025,Amanda Medina,46,Other,East Mary,Acer,Acer 945,i7,32GB,1TB SSD,24530,29,17416.3,Net Banking,1,2,Offline
18-01-2025,Ana Ho,22,Other,West Eileenburgh,HP,HP 199,Ryzen 3,16GB,1TB HDD,7690,21,6075.1,Cash,1,4,Online
04-01-2025,Mark Jackson,50,Other,Debrahaven,Samsung,Samsung 802,i3,4GB,1TB HDD,12350,23,9509.5,Cash,3,4,Online
10-01-2025,Amber Yates,40,Female,Davistown,HP,HP 691,i3,16GB,1TB HDD,7970,27,5818.1,Credit Card,2,3,Offline
08-01-2025,Omar Sanchez,23,Female,Lake Lisaland,Apple,Apple 245,Ryzen 3,16GB,256GB SSD,15150,11,13483.5,Credit Card,1,2,Offline
07-01-2025,Vincent Willis,50,Other,New Monicastad,Lenovo,Lenovo 765,Ryzen 3,4GB,256GB SSD,5020,23,3865.4,Debit Card,2,4,Online
22-01-2025,Kyle Bishop,23,Other,South Stephenbury,HP,HP 137,i3,16GB,512GB SSD,13450,12,11836,Credit Card,1,2,Offline
14-01-2025,Trevor Valdez,34,Other,South Vanessaton,Samsung,Samsung 282,Ryzen 3,8GB,256GB SSD,16710,1,16542.9,Cash,1,1,Offline
11-01-2025,Alexander Jones,46,Male,Kimberlyfurt,Acer,Acer 792,i5,16GB,1TB SSD,3750,6,3525,UPI,2,1,Offline
13-01-2025,Sharon West,27,Other,North Monique,Apple,Apple 327,i7,16GB,1TB SSD,19310,30,13517,Cash,3,1,Offline
17-01-2025,Michael Armstrong,36,Other,Lorraineborough,Acer,Acer 177,i5,4GB,512GB SSD,12740,9,11593.4,Cash,2,1,Online
04-01-2025,Tammy Wood,49,Male,North Marialand,MSI,MSI 249,Ryzen 3,8GB,512GB SSD,16680,4,16012.8,Net Banking,2,2,Online
21-01-2025,Antonio Allen,25,Male,West Laura,Samsung,Samsung 159,Ryzen 7,16GB,1TB SSD,7200,28,5184,Net Banking,1,5,Offline
14-01-2025,Caitlin Hicks,49,Other,New Amyside,Asus,Asus 409,Ryzen 5,32GB,256GB SSD,5150,18,4223,Net Banking,2,4,Offline
09-01-2025,Elizabeth White,42,Other,West Matthew,Acer,Acer 626,i5,16GB,1TB SSD,4800,3,4656,Net Banking,2,5,Offline
10-01-2025,Mary Rios,47,Female,East Christopher,Asus,Asus 336,Ryzen 7,8GB,1TB HDD,21450,24,16302,UPI,1,5,Online
10-01-2025,Albert Stewart,32,Other,Port Richard,MSI,MSI 177,Ryzen 5,8GB,512GB SSD,18480,23,14229.6,Credit Card,1,5,Online
14-01-2025,Cory Sanchez,58,Female,New Megan,Samsung,Samsung 757,i7,8GB,512GB SSD,19090,17,15844.7,Debit Card,2,5,Online
14-01-2025,Jesus Olson,46,Male,West Sharon,Samsung,Samsung 174,Ryzen 5,32GB,1TB HDD,3870,14,3328.2,UPI,2,1,Online
15-01-2025,Terry Allen,34,Female,Lake Julie,Asus,Asus 409,i7,32GB,1TB HDD,20780,12,18286.4,Debit Card,3,4,Offline
13-01-2025,Joe Butler,30,Other,North Teresaport,HP,HP 313,Ryzen 5,8GB,512GB SSD,10200,6,9588,Credit Card,2,2,Online
22-01-2025,Anita White,32,Female,Port Sierrachester,Apple,Apple 131,i7,32GB,512GB SSD,23410,23,18025.7,Credit Card,1,2,Online
08-01-2025,Brian Parker,39,Female,Savannahstad,Lenovo,Lenovo 857,Ryzen 3,32GB,1TB HDD,3280,2,3214.4,Debit Card,3,2,Online
04-01-2025,David Anderson,19,Male,Rodneyshire,Lenovo,Lenovo 314,Ryzen 3,4GB,1TB HDD,16150,28,11628,Net Banking,2,1,Online
11-01-2025,Victoria Jacobs,64,Female,Roseside,Acer,Acer 716,Ryzen 7,4GB,256GB SSD,12250,19,9922.5,Debit Card,3,2,Offline
20-01-2025,Thomas Pierce,55,Female,Grahamville,Acer,Acer 738,i5,8GB,1TB SSD,12180,2,11936.4,Debit Card,3,1,Online
19-01-2025,Ms. Haley Johnson MD,33,Other,Tiffanyburgh,Lenovo,Lenovo 950,i5,32GB,1TB SSD,11130,30,7791,Net Banking,1,3,Offline
07-01-2025,Omar Cummings,49,Other,Allisonhaven,MSI,MSI 178,Ryzen 5,16GB,1TB HDD,20220,2,19815.6,UPI,3,1,Online
19-01-2025,Dana Brewer,59,Male,South James,Dell,Dell 507,Ryzen 7,16GB,512GB SSD,10550,5,10022.5,Debit Card,1,5,Offline
22-01-2025,Kevin Weber,63,Other,Higginsfurt,Lenovo,Lenovo 759,Ryzen 7,8GB,256GB SSD,5630,29,3997.3,Credit Card,3,5,Online
21-01-2025,Jennifer Smith,18,Female,Adamsside,Apple,Apple 335,i5,8GB,1TB SSD,15280,23,11765.6,Net Banking,3,2,Online
12-01-2025,Dr. Thomas Taylor MD,57,Female,East Jeremy,Acer,Acer 226,i3,8GB,1TB HDD,14030,8,12907.6,Debit Card,2,2,Offline
18-01-2025,Carlos Ford,26,Female,Cordovafurt,Acer,Acer 194,Ryzen 3,16GB,1TB HDD,22470,23,17301.9,Net Banking,1,2,Online
11-01-2025,Jose Stanton,50,Other,Jamesburgh,Lenovo,Lenovo 183,i3,4GB,1TB HDD,20980,29,14895.8,Credit Card,3,1,Offline
10-01-2025,Kelly Melton,59,Male,Kochland,Samsung,Samsung 887,Ryzen 5,8GB,512GB SSD,15700,28,11304,Credit Card,1,2,Online
14-01-2025,Tracy Johnson,40,Male,South Tyler,Asus,Asus 721,Ryzen 7,32GB,512GB SSD,7350,1,7276.5,Net Banking,1,4,Offline
01-01-2025,Curtis Bartlett,22,Other,Bryanberg,Samsung,Samsung 912,Ryzen 3,32GB,1TB SSD,6580,22,5132.4,Net Banking,2,5,Online
03-01-2025,Jessica Green,54,Female,Acevedobury,Apple,Apple 841,i3,16GB,512GB SSD,23160,11,20612.4,Cash,3,1,Online
02-01-2025,Bradley Nelson MD,62,Female,Anneborough,HP,HP 148,Ryzen 7,4GB,512GB SSD,17090,29,12133.9,Cash,3,2,Online
15-01-2025,Maureen Larsen,42,Female,Port Joshuaside,HP,HP 218,Ryzen 3,32GB,512GB SSD,16310,28,11743.2,Credit Card,2,2,Online
21-01-2025,Kathleen Campbell,20,Female,Meaganshire,MSI,MSI 125,i7,16GB,1TB SSD,3980,11,3542.2,Credit Card,3,3,Online
09-01-2025,Edwin Ward,48,Other,Torresville,Dell,Dell 365,i5,4GB,1TB HDD,22630,6,21272.2,Credit Card,3,4,Offline
14-01-2025,Mark Hernandez,39,Male,Heatherburgh,MSI,MSI 329,i5,8GB,1TB HDD,15100,3,14647,Debit Card,1,2,Online
08-01-2025,Cheryl Bowen,29,Other,New Wendyville,HP,HP 161,i5,32GB,1TB SSD,3610,0,3610,Debit Card,1,2,Online
05-01-2025,Jonathan Proctor,30,Female,Jamesland,Dell,Dell 547,i5,32GB,1TB HDD,6380,23,4912.6,UPI,2,1,Online
10-01-2025,Sarah Hobbs,28,Other,North Nicoleland,MSI,MSI 973,i3,16GB,256GB SSD,18580,3,18022.6,UPI,1,3,Online
22-01-2025,Vanessa Tran,63,Female,Port Victorport,HP,HP 832,Ryzen 7,8GB,1TB HDD,17170,21,13564.3,UPI,2,3,Offline
23-01-2025,Victor Boyer,64,Male,Lisachester,Lenovo,Lenovo 336,i3,16GB,256GB SSD,11880,28,8553.6,Credit Card,3,3,Online
01-01-2025,Michael Murphy,50,Male,South Jamestown,Asus,Asus 778,Ryzen 5,16GB,512GB SSD,17050,0,17050,Net Banking,1,5,Offline
02-01-2025,Michael Greene,52,Other,North Adam,Dell,Dell 851,Ryzen 7,16GB,256GB SSD,13300,24,10108,Debit Card,2,2,Online
05-01-2025,Kyle Williams,22,Male,Shawland,Lenovo,Lenovo 813,Ryzen 5,32GB,1TB HDD,16770,12,14757.6,Cash,2,1,Online
01-01-2025,Tina Barron,18,Other,Leestad,Dell,Dell 483,i5,16GB,1TB SSD,9260,14,7963.6,Cash,2,1,Online
15-01-2025,Ann Conway,65,Female,Josephbury,MSI,MSI 433,i3,8GB,1TB HDD,7070,8,6504.4,Net Banking,1,2,Online
15-01-2025,Kevin Johnson,64,Female,Lake Laura,Dell,Dell 846,Ryzen 3,8GB,1TB HDD,3740,0,3740,Net Banking,2,1,Online
01-01-2025,Lindsay Silva,24,Other,Jennychester,Dell,Dell 675,Ryzen 7,8GB,256GB SSD,21070,25,15802.5,Debit Card,2,5,Online
15-01-2025,Donald Woodard,29,Male,North David,Asus,Asus 468,i5,8GB,1TB SSD,16120,6,15152.8,Credit Card,2,3,Offline
14-01-2025,Heather Barrett,24,Male,Rossfurt,Apple,Apple 361,i3,4GB,256GB SSD,8510,10,7659,Cash,1,4,Online
06-01-2025,Jose Thompson,52,Male,Taraville,Asus,Asus 139,Ryzen 7,4GB,512GB SSD,8950,17,7428.5,Net Banking,3,3,Offline
11-01-2025,Robert Stewart,41,Other,North Jesse,Samsung,Samsung 820,Ryzen 5,16GB,512GB SSD,12370,11,11009.3,Credit Card,3,5,Online
19-01-2025,James Wilson,45,Female,New Lindseyside,Apple,Apple 213,Ryzen 7,16GB,512GB SSD,24810,22,19351.8,Cash,2,1,Online
16-01-2025,Lauren Gomez,63,Female,Port Joseph,Acer,Acer 602,Ryzen 3,8GB,1TB SSD,20040,19,16232.4,Debit Card,3,2,Offline
12-01-2025,Donald Brown,41,Male,Willieberg,Asus,Asus 858,Ryzen 7,32GB,256GB SSD,13280,26,9827.2,UPI,3,2,Online
05-01-2025,Michael Gonzalez,36,Male,Lake Jonathan,Acer,Acer 738,i7,4GB,1TB HDD,23950,26,17723,Debit Card,3,4,Offline
18-01-2025,Carlos Anderson,36,Female,Williamstad,Lenovo,Lenovo 344,Ryzen 7,32GB,512GB SSD,7560,8,6955.2,Credit Card,1,5,Online
20-01-2025,Dalton Shepherd,19,Male,East Jenniferfort,HP,HP 909,Ryzen 7,4GB,512GB SSD,6710,2,6575.8,Credit Card,3,3,Offline
16-01-2025,Julie Hall,40,Female,Holtside,Samsung,Samsung 650,Ryzen 3,8GB,256GB SSD,20050,29,14235.5,Debit Card,2,5,Offline
13-01-2025,Andrew Moyer,32,Male,Odonnellhaven,Asus,Asus 318,i7,16GB,1TB SSD,16780,28,12081.6,UPI,1,5,Online
01-01-2025,Terry Chan,53,Male,Port Jeremy,HP,HP 503,i3,8GB,1TB SSD,6490,18,5321.8,UPI,3,5,Online
18-01-2025,Christopher Porter,49,Male,West Rebeccamouth,Apple,Apple 596,i3,16GB,1TB SSD,12140,11,10804.6,UPI,2,2,Offline
09-01-2025,Kathleen Contreras,45,Other,Benjaminbury,MSI,MSI 319,Ryzen 7,32GB,512GB SSD,5150,6,4841,Debit Card,1,5,Online
04-01-2025,Andrew Brown,26,Female,West Brandon,Dell,Dell 419,Ryzen 5,16GB,512GB SSD,8750,15,7437.5,UPI,1,2,Offline
16-01-2025,Casey Warren,39,Other,Port Katherine,Asus,Asus 731,i5,16GB,1TB HDD,5060,5,4807,Debit Card,3,2,Online
16-01-2025,Amber Jackson,50,Male,West Chelsea,Asus,Asus 763,i7,4GB,1TB HDD,6800,8,6256,Debit Card,3,5,Online
04-01-2025,Heather Cline,48,Male,Aimeeside,Samsung,Samsung 751,i7,4GB,1TB HDD,14470,15,12299.5,Credit Card,3,1,Online
17-01-2025,Michael Jones,36,Male,Mitchellville,MSI,MSI 253,i3,16GB,1TB SSD,6880,7,6398.4,Debit Card,2,3,Online
12-01-2025,Donald Heath,64,Male,Johnsonmouth,Samsung,Samsung 160,i5,16GB,1TB HDD,17210,24,13079.6,Net Banking,1,3,Offline
14-01-2025,Kerry Stone,25,Other,Patriciabury,Asus,Asus 574,Ryzen 3,4GB,256GB SSD,21430,29,15215.3,UPI,3,2,Online
16-01-2025,Yvette Delgado,57,Female,West Joseph,MSI,MSI 469,i5,16GB,256GB SSD,13600,3,13192,Cash,1,5,Offline
06-01-2025,Robin Leach,35,Female,Hawkinston,Samsung,Samsung 381,i7,32GB,1TB HDD,9150,11,8143.5,Credit Card,2,4,Online
17-01-2025,Brandon Mason,48,Other,Stacyfort,Lenovo,Lenovo 525,i7,8GB,1TB HDD,12440,15,10574,Credit Card,1,1,Offline
20-01-2025,Alexis Tucker,33,Male,Parksview,Samsung,Samsung 161,Ryzen 7,4GB,1TB HDD,24720,6,23236.8,Credit Card,2,2,Offline
15-01-2025,Brenda Santos,31,Male,Travisstad,Lenovo,Lenovo 167,i3,8GB,1TB SSD,17700,22,13806,UPI,2,3,Offline
20-01-2025,Joshua Davenport,61,Female,Lake Taramouth,Lenovo,Lenovo 505,Ryzen 3,32GB,512GB SSD,16340,30,11438,Debit Card,1,4,Online
17-01-2025,Kristy Gonzalez,37,Male,Apriltown,Apple,Apple 953,Ryzen 5,32GB,1TB HDD,3150,19,2551.5,Debit Card,3,5,Offline
06-01-2025,Monica Holmes DVM,57,Other,New Amandatown,MSI,MSI 386,Ryzen 3,8GB,1TB HDD,11960,19,9687.6,UPI,2,2,Offline
17-01-2025,Olivia Cooper,36,Male,Lambertton,MSI,MSI 236,Ryzen 3,32GB,256GB SSD,24520,17,20351.6,Cash,3,2,Offline
05-01-2025,Megan Martin,21,Male,New Daniel,Lenovo,Lenovo 541,i3,4GB,1TB SSD,18860,14,16219.6,Debit Card,1,2,Offline
12-01-2025,Gabriel Williams,59,Female,Amandamouth,Asus,Asus 703,i7,4GB,1TB HDD,13860,15,11781,Net Banking,3,2,Offline
12-01-2025,Dawn Sexton,39,Male,South Summer,Lenovo,Lenovo 553,Ryzen 7,32GB,1TB SSD,7140,22,5569.2,Net Banking,1,4,Online
15-01-2025,Natalie Cervantes,35,Male,Williamsland,MSI,MSI 774,i3,32GB,512GB SSD,4580,1,4534.2,Net Banking,3,5,Online
16-01-2025,Heather Schmidt,63,Male,Benjaminport,HP,HP 585,Ryzen 5,32GB,512GB SSD,17940,27,13096.2,Net Banking,1,5,Online
06-01-2025,Todd Henry,24,Other,Mitchellland,Samsung,Samsung 667,i3,32GB,512GB SSD,18690,20,14952,Cash,3,4,Online
03-01-2025,Mr. Samuel Chapman,39,Other,East Alexiston,HP,HP 149,i7,32GB,512GB SSD,15240,9,13868.4,Net Banking,3,3,Online
03-01-2025,Alexis Davis,57,Female,Julieview,Samsung,Samsung 731,Ryzen 7,16GB,1TB SSD,9700,18,7954,Debit Card,3,4,Offline
13-01-2025,Joyce Garcia,44,Male,Wilsonshire,Dell,Dell 657,Ryzen 3,8GB,1TB SSD,18690,7,17381.7,Net Banking,3,4,Offline
18-01-2025,Lori Andrews,32,Other,Brettland,MSI,MSI 494,i5,16GB,512GB SSD,22460,7,20887.8,Net Banking,1,1,Offline
08-01-2025,Gregory Knight,41,Male,Nicholasshire,Acer,Acer 109,Ryzen 7,16GB,256GB SSD,11010,30,7707,Cash,1,5,Online
18-01-2025,Wendy Allen,22,Female,North Edgar,Asus,Asus 252,Ryzen 5,8GB,256GB SSD,22210,19,17990.1,Credit Card,2,4,Offline
10-01-2025,Anna Rogers,25,Other,Lake Natasha,Apple,Apple 482,Ryzen 3,4GB,1TB SSD,20460,8,18823.2,Credit Card,1,5,Online
10-01-2025,Ashley Lewis,53,Male,New Deborahberg,Apple,Apple 274,i5,16GB,1TB HDD,18880,13,16425.6,Credit Card,3,4,Online
18-01-2025,John Figueroa,48,Other,Erikaside,Asus,Asus 675,Ryzen 3,32GB,1TB SSD,10500,27,7665,Net Banking,2,4,Offline
06-01-2025,Kenneth Wagner,31,Other,Angelaton,Lenovo,Lenovo 301,Ryzen 5,8GB,512GB SSD,24380,8,22429.6,Credit Card,3,5,Online
13-01-2025,Julie Carney,43,Other,Timothyburgh,HP,HP 566,Ryzen 3,16GB,1TB HDD,21340,14,18352.4,UPI,1,4,Offline
05-01-2025,Andrew Williams,54,Other,South Jasmine,Acer,Acer 156,Ryzen 7,32GB,256GB SSD,16180,9,14723.8,Net Banking,1,1,Offline
06-01-2025,Nicole Fitzgerald,35,Female,North Erikaside,Asus,Asus 925,i5,32GB,1TB SSD,13280,28,9561.6,Net Banking,1,5,Offline
23-01-2025,Charles Bishop,44,Other,New Jessicaborough,Dell,Dell 601,i5,4GB,256GB SSD,4170,29,2960.7,Credit Card,2,5,Offline
23-01-2025,Nathan Washington,43,Female,Smithville,Dell,Dell 153,i5,8GB,256GB SSD,4010,20,3208,Debit Card,3,4,Online
19-01-2025,Melinda Flynn,31,Other,North Alexismouth,Apple,Apple 239,i5,16GB,1TB HDD,10400,4,9984,Credit Card,3,3,Online
16-01-2025,Charles Schultz,34,Female,Harrisfort,MSI,MSI 290,Ryzen 7,4GB,512GB SSD,3940,5,3743,UPI,2,1,Online
01-01-2025,Tammy Thomas,23,Male,Richardport,MSI,MSI 441,i7,16GB,512GB SSD,16480,22,12854.4,UPI,1,4,Offline
19-01-2025,Robin Riley,44,Other,Gabrielville,Lenovo,Lenovo 531,i7,16GB,256GB SSD,10230,13,8900.1,Debit Card,3,5,Offline
23-01-2025,Ian Hernandez,61,Female,Claytonland,Apple,Apple 160,Ryzen 7,8GB,256GB SSD,14740,22,11497.2,Debit Card,1,4,Offline
15-01-2025,Michael Rogers,33,Male,Ramirezmouth,Asus,Asus 641,Ryzen 5,16GB,1TB SSD,4600,19,3726,Cash,1,4,Online
18-01-2025,Angela Espinoza,53,Other,New Michaelland,Apple,Apple 328,Ryzen 3,4GB,256GB SSD,13560,9,12339.6,Cash,1,4,Online
02-01-2025,William Russell,32,Other,South Michelestad,MSI,MSI 359,Ryzen 3,4GB,1TB SSD,24810,28,17863.2,Cash,2,5,Online
07-01-2025,Stephanie Gonzalez,30,Other,North David,HP,HP 245,Ryzen 7,32GB,1TB SSD,4520,10,4068,Debit Card,3,5,Offline
23-01-2025,Alexander Yu,22,Other,Markbury,Asus,Asus 317,Ryzen 7,16GB,512GB SSD,21490,20,17192,Credit Card,1,5,Offline
18-01-2025,Stuart Wall,30,Male,Port Kevinview,Dell,Dell 987,i3,16GB,256GB SSD,13490,21,10657.1,Debit Card,1,4,Offline
08-01-2025,Louis Faulkner,25,Male,South Donaldborough,Acer,Acer 884,i5,8GB,512GB SSD,3570,1,3534.3,Cash,2,3,Offline
14-01-2025,William Ford,29,Other,Cartershire,Lenovo,Lenovo 328,i7,32GB,256GB SSD,12380,9,11265.8,Debit Card,1,1,Offline
20-01-2025,Eric Taylor,59,Female,North Andre,MSI,MSI 579,i7,32GB,512GB SSD,9920,22,7737.6,UPI,1,3,Offline
04-01-2025,Wendy Owens,44,Male,Lopezshire,Samsung,Samsung 294,i3,8GB,1TB HDD,12260,4,11769.6,Credit Card,3,5,Online
22-01-2025,Jennifer Beasley,34,Female,Johnathanmouth,MSI,MSI 216,Ryzen 3,16GB,256GB SSD,12350,10,11115,Debit Card,3,1,Offline
14-01-2025,Steven Harrison,42,Other,North Shelby,Acer,Acer 226,Ryzen 3,8GB,1TB SSD,11610,8,10681.2,Credit Card,2,5,Offline
20-01-2025,Sandra Jones,34,Male,Wilsonville,Lenovo,Lenovo 892,i5,32GB,512GB SSD,3220,29,2286.2,Credit Card,2,1,Online
14-01-2025,Loretta Gonzalez,57,Other,New Ruthmouth,Lenovo,Lenovo 145,Ryzen 5,8GB,512GB SSD,6090,24,4628.4,Debit Card,1,4,Offline
08-01-2025,Joseph Day,60,Female,Johnburgh,Dell,Dell 321,Ryzen 7,32GB,256GB SSD,23320,5,22154,Cash,2,2,Offline
08-01-2025,Jennifer Mcdonald,26,Other,Colechester,Samsung,Samsung 292,i7,16GB,256GB SSD,8660,18,7101.2,UPI,1,5,Online
16-01-2025,Michael Mclaughlin,52,Other,Faulknerside,Asus,Asus 441,Ryzen 5,32GB,1TB SSD,12910,3,12522.7,Net Banking,1,2,Offline
22-01-2025,Alexandra Mathews,30,Other,Lake Patriciamouth,Acer,Acer 647,Ryzen 3,32GB,1TB HDD,19050,29,13525.5,Credit Card,1,5,Offline
11-01-2025,James Garcia,56,Female,Danielport,Asus,Asus 903,i5,4GB,256GB SSD,4450,22,3471,Cash,2,2,Offline
19-01-2025,Bonnie Wright,25,Female,Lake Samuelville,MSI,MSI 928,Ryzen 3,32GB,1TB HDD,21170,24,16089.2,Credit Card,1,3,Online
14-01-2025,Anthony Morgan,26,Other,West Michaelmouth,Apple,Apple 747,Ryzen 5,4GB,256GB SSD,14060,5,13357,Debit Card,3,3,Offline
22-01-2025,Melissa Carson,46,Other,South William,MSI,MSI 427,Ryzen 7,16GB,1TB HDD,17550,1,17374.5,Cash,2,3,Offline
08-01-2025,Heidi Fernandez,56,Other,Smithland,Dell,Dell 496,Ryzen 5,4GB,1TB HDD,12840,18,10528.8,Cash,2,5,Offline
04-01-2025,Samuel Lane,57,Other,New Richardtown,Acer,Acer 885,i7,4GB,1TB SSD,4580,4,4396.8,Net Banking,3,1,Offline
21-01-2025,Benjamin Dickerson,21,Female,Lake Thomasview,Apple,Apple 207,Ryzen 5,4GB,512GB SSD,3030,25,2272.5,Net Banking,2,4,Online
12-01-2025,Samantha Elliott,52,Other,Darrenfort,HP,HP 437,i5,4GB,512GB SSD,12020,6,11298.8,Debit Card,2,4,Online
06-01-2025,Jordan Velasquez,40,Male,South Brandon,Samsung,Samsung 692,i5,16GB,512GB SSD,15590,3,15122.3,Debit Card,3,4,Online
19-01-2025,David Sandoval,27,Female,East Shelbyberg,Lenovo,Lenovo 354,i5,16GB,1TB HDD,3710,9,3376.1,Credit Card,2,2,Offline
23-01-2025,Carolyn Maddox,29,Male,Lake Maryville,HP,HP 231,Ryzen 7,4GB,256GB SSD,16350,9,14878.5,UPI,2,5,Online
03-01-2025,Joshua Le,27,Other,Robertsonberg,Acer,Acer 874,Ryzen 3,4GB,256GB SSD,5880,12,5174.4,Cash,1,1,Online
03-01-2025,Shawn Phillips,33,Female,West Joseph,Samsung,Samsung 794,Ryzen 5,32GB,512GB SSD,3600,30,2520,Cash,3,3,Offline
15-01-2025,Ashley Robertson,58,Female,Tanyaside,Dell,Dell 557,i5,32GB,512GB SSD,5330,9,4850.3,Credit Card,1,2,Online
16-01-2025,Kelly Wood,36,Female,Sarahport,Dell,Dell 205,i5,4GB,1TB SSD,17020,30,11914,Net Banking,3,2,Online
06-01-2025,Allison Miller,43,Male,Kirkborough,Acer,Acer 445,i7,4GB,256GB SSD,9400,19,7614,Credit Card,2,2,Online
07-01-2025,Mike Shah,51,Female,Port Erin,MSI,MSI 538,Ryzen 3,32GB,1TB HDD,18700,9,17017,Net Banking,3,5,Offline
20-01-2025,Douglas Porter,33,Male,Natalieview,Apple,Apple 135,Ryzen 5,16GB,256GB SSD,19640,16,16497.6,UPI,1,1,Offline
14-01-2025,Dr. Samuel Sanders,20,Male,Port Krystalshire,Acer,Acer 489,i3,32GB,256GB SSD,9700,15,8245,Debit Card,3,2,Offline
13-01-2025,David Logan,47,Other,South Desireeland,Lenovo,Lenovo 191,i7,32GB,1TB HDD,9450,10,8505,Credit Card,3,5,Online
22-01-2025,Heather Wood,27,Female,North Kellifurt,Lenovo,Lenovo 739,Ryzen 3,32GB,1TB HDD,21340,21,16858.6,Net Banking,1,2,Offline
14-01-2025,Jamie Page,28,Female,Whitefurt,Apple,Apple 718,i5,4GB,512GB SSD,12440,4,11942.4,UPI,1,4,Offline
04-01-2025,Sergio Carey,61,Other,West Philiptown,Acer,Acer 513,i3,16GB,1TB SSD,9120,29,6475.2,Net Banking,2,3,Offline
02-01-2025,Tiffany Little,64,Other,South Markburgh,MSI,MSI 732,i7,8GB,1TB SSD,6410,29,4551.1,Net Banking,3,5,Online
22-01-2025,Shelley Delgado,35,Male,East Carlosview,HP,HP 259,i7,4GB,512GB SSD,16100,27,11753,Net Banking,1,1,Offline
23-01-2025,Christopher Haynes,48,Female,Tiffanyview,Dell,Dell 406,Ryzen 7,16GB,256GB SSD,15170,4,14563.2,UPI,1,3,Offline
23-01-2025,Shawn Hernandez,38,Female,Rodgersburgh,Apple,Apple 532,i3,32GB,256GB SSD,13500,12,11880,UPI,1,1,Offline
12-01-2025,Lisa Cross,28,Female,Howellshire,Samsung,Samsung 502,Ryzen 3,4GB,1TB HDD,11920,2,11681.6,Debit Card,3,4,Online
10-01-2025,Dr. Kelly Gutierrez DVM,47,Female,Paulaborough,Samsung,Samsung 485,Ryzen 3,8GB,1TB SSD,22340,23,17201.8,Net Banking,1,3,Offline
11-01-2025,Matthew Brown,28,Female,Smithview,Acer,Acer 901,Ryzen 7,4GB,512GB SSD,23130,20,18504,Net Banking,1,2,Online
04-01-2025,Jacqueline Ruiz,45,Male,New David,Apple,Apple 386,Ryzen 7,32GB,1TB SSD,14730,21,11636.7,Cash,1,5,Online
